sub_industry,Industry,sector,sic_code,sic_description,company_name,person_name,email,website,country,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,is_duplicate,duplicate_group,role_function,role_confidence
(HVAC) Heating Contractors & Consultants,Construction & Engineering,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,False,,Other,0.0
Land Agents/Real Estate Agencies,Property Rental & Real Estate Services,Real Estate,68310,Real estate agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Land Management,Landscaping,Construction & Materials,81300,Landscape service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landfill Gas & Leachate Monitoring,Environmental Engineering & Services,Manufacturing & Industrials,38210,Treatment and disposal of non-hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landfill Operations,Recycling & Waste Management,Manufacturing & Industrials,38210,Treatment and disposal of non-hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landscape Architect,Architectural Services,Construction & Materials,71112,Urban planning and landscape architectural activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landscape Lighting Designing,Electrical Engineering,Construction & Materials,43210,Electrical installation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landscaper,Landscaping,Construction & Materials,81300,Landscape service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Landscaping,Landscaping,Construction & Materials,81300,Landscape service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Language Schools,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laparoscopy,Medical Devices & Services,Healthcare,32500,Manufacture of medical and dental instruments and supplies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laptop And Computer Accessories,Technology Hardware & Peripherals,Manufacturing & Industrials,46510,"Wholesale of computers, computer peripheral equipment and software",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Large Plant Movements,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laser Cutting Services,Metal Fabrication,Manufacturing & Industrials,25620,Machining,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laser Eye Treatment,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laser Therapy,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Last Mile Delivery,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Last Mile Delivery Solutions & Logistics,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Last Mile Distribution,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Last Mile Fashion Deliveries,Logistics & Transportation,Transportation & Logistics,53202,Unlicensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laundries & Launderettes,Specialized Consumer Services,Consumer Goods & Services,96010,Washing and (dry-)cleaning of textile and fur products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Kosher Food Products,Food & Beverage Industry,Manufacturing & Industrials,10890,Manufacture of other food products n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laundry Equipment Manufacturers & Suppliers,Industrial Equipment & Supplies,Manufacturing & Industrials,28290,Manufacture of other general-purpose machinery n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Laundry Equipment Service Parts & Sales,Industrial Equipment & Supplies,Manufacturing & Industrials,33200,Installation of industrial machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lawn Care & Maintenance Services,Grounds Maintenance & Landscaping,Construction & Materials,81300,Landscape service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lawn Sprinkler System Contractor,Landscaping,Construction & Materials,81300,Landscape service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lawnmowers & Garden Machinery Sales & Service,Garden Supplies,Retail,46610,"Wholesale of agricultural machinery, equipment and supplies",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lead Acid Batteries,Machinery & Manufacturing Services,Manufacturing & Industrials,27200,Manufacture of batteries and accumulators,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lead Generation,Marketing & Advertising,Marketing & Advertising,73200,Market research and public opinion polling,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leaded Lights & Windows,Materials & Metals,Manufacturing & Industrials,23190,"Manufacture and processing of other glass, including technical glassware",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leak Detection Services,Construction Services,Construction & Materials,71200,Technical testing and analysis,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Learning Centre,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leasing Non-residential Real Estate,Property Rental & Real Estate Services,Real Estate,68209,Other letting and operating of own or leased real estate,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leasing Pictures,Art & Craft,Consumer Goods & Services,47781,Retail sale in commercial art galleries,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leasing Services,Property Rental & Real Estate Services,Real Estate,64910,Financial leasing,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leather Garments & Products,Apparel,Consumer Goods & Services,14110,Manufacture of leather clothes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leather Goods Shops,Apparel,Consumer Goods & Services,47722,Retail sale of leather goods in specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leather Merchants & Wholesalers,Apparel,Consumer Goods & Services,46240,"Wholesale of hides, skins and leather",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leather Repair And Restoration,Specialized Consumer Services,Consumer Goods & Services,95230,Repair of footwear and leather goods,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lebanese Restaurants,"Hotels, Restaurants & Leisure",Hospitality,56101,Licenced restaurants,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Led Delivery Boxes,Industrial Equipment & Supplies,Manufacturing & Industrials,27400,Manufacture of electric lighting equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Legal Compliance,Legal Services,Professional Services,69109,Activities of patent and copyright agents; other legal activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Legal Helplines,Legal Services,Professional Services,69102,Solicitors,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Legionella Control,Environmental Engineering & Services,Manufacturing & Industrials,71200,Technical testing and analysis,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leisure & Recreation Centres,Travel & Leisure,Hospitality,93290,Other amusement and recreation activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leisure & Sportswear Manufacturers,Apparel,Consumer Goods & Services,14190,Manufacture of other wearing apparel and accessories n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Leisure Goods,Leisure Products,Consumer Goods & Services,47640,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Letterbox Brownies,Food & Beverage Industry,Manufacturing & Industrials,10720,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Letting Agents/Real Estate Agencies,Property Rental & Real Estate Services,Real Estate,68310,Real estate agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lev Testing,Professional & Commercial Services,Professional Services,71200,Technical testing and analysis,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
LGV Driving Course,Education Services,Education,85530,Driving school activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
LGV Training,Education Services,Education,85530,Driving school activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Libraries,Information Services,Education,91011,Library activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Life Assurance,Insurance,Financial Services,65110,Life insurance,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Life Coaching & Mentoring,Professional & Commercial Services,Professional Services,96090,Other service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lift Manufacturers,Industrial Equipment & Supplies,Manufacturing & Industrials,28220,Manufacture of lifting and handling equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lifting Operations And Lifting Equipment,Equipment Rental,Manufacturing & Industrials,77320,Renting and leasing of construction and civil engineering machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lighting Consultants,Lighting Engineering,Manufacturing & Industrials,71122,Engineering related scientific and technical consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lighting Contractors,Construction & Engineering,Construction & Materials,43210,Electrical installation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Lighting Manufacturers,Manufacturing & Industrials,Manufacturing & Industrials,27400,Manufacture of electric lighting equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
